iter	Logloss
225	0.3789767027
226	0.3789670605
227	0.3788726772
228	0.3786786319
229	0.3785286921
230	0.3784066444
231	0.378280645
232	0.378200957
233	0.3779939895
234	0.3778317673
235	0.3776940095
236	0.3774158921
237	0.377293257
238	0.3771351848
239	0.3770143027
240	0.3768537862
241	0.3766783513
242	0.3765614929
243	0.3762991656
244	0.3762057927
245	0.3761315429
246	0.3758984968
247	0.3756848731
248	0.375634852
249	0.3755389195
250	0.3754376731
251	0.3753553623
252	0.3752364022
253	0.3751115021
254	0.3749437034
255	0.3746677762
256	0.3745828865
257	0.3743436014
258	0.3742189569
259	0.3740857938
260	0.3739036411
261	0.3736846297
262	0.3735396602
263	0.3734458765
264	0.3732954867
265	0.373154461
266	0.3729957107
267	0.3728359122
268	0.3726966221
269	0.3725506218
270	0.3724054149
271	0.3723069134
272	0.3721808936
273	0.3720524188
274	0.3719368891
275	0.3717553411
276	0.3715922723
277	0.3715133133
278	0.3713454862
279	0.3712049934
280	0.3710733977
281	0.3709098992
282	0.3707782732
283	0.3706451798
284	0.3705238917
285	0.3704112456
286	0.3703049538
287	0.3701926
288	0.3701034535
289	0.3699100874
290	0.3697590224
291	0.3695864393
292	0.369432663
293	0.3693642286
294	0.3692491309
295	0.3691186973
296	0.3690183805
297	0.3688474884
298	0.3687585908
299	0.3685929293
300	0.3683124385
301	0.368148902
302	0.368057945
303	0.3678814716
304	0.3677621085
305	0.3675717243
306	0.3675063324
307	0.3673411372
308	0.3671708642
309	0.3670228383
310	0.366944381
311	0.366832583
312	0.3667427131
313	0.3665921002
314	0.36646326
315	0.3663266758
316	0.3661799403
317	0.3660508695
318	0.3658958297
319	0.3657433106
320	0.3656218191
321	0.36552149
322	0.3654415853
323	0.3652955594
324	0.3651522644
325	0.365106841
326	0.3649900755
327	0.3648951963
328	0.3647602863
329	0.3646185719
330	0.3644604193
331	0.3643276451
332	0.3643097358
333	0.3642370036
334	0.3640548351
335	0.3639015467
336	0.3637728211
337	0.363657254
338	0.3636166535
339	0.3635086556
340	0.3633742225
341	0.3632905205
342	0.3632068625
343	0.3630641418
344	0.3629398772
345	0.3628675989
346	0.3627744225
347	0.3626939219
348	0.3625648396
349	0.3624071871
350	0.3622980021
351	0.3621014493
352	0.361957082
353	0.3618042072
354	0.3616767247
355	0.3615464118
356	0.3614561915
357	0.3613178737
358	0.3610756433
359	0.3609435814
360	0.3608130936
361	0.3606928256
362	0.3605475135
363	0.3604489078
364	0.360283331
365	0.3601418636
366	0.3600810008
367	0.3600007537
368	0.3599137055
369	0.3598640566
370	0.3597926627
371	0.3596633762
372	0.3595640492
373	0.3594138145
374	0.3593173183
375	0.3591578637
376	0.358989298
377	0.3588590227
378	0.3587060551
379	0.3586093065
380	0.3585130333
381	0.3583837329
382	0.358266969
383	0.3580822981
384	0.357995544
385	0.3579131477
386	0.3577492905
387	0.3576717095
388	0.3575767092
389	0.357488585
390	0.3573012742
391	0.3571990813
392	0.3570593218
393	0.3569278243
394	0.3568071618
395	0.3566728432
396	0.3565543867
397	0.3564588462
398	0.3563071436
399	0.3561853812
400	0.356049234
401	0.3559312192
402	0.3558692707
403	0.3558004908
404	0.3556247462
405	0.3555222184
406	0.3553621063
407	0.3552030878
408	0.3550029205
409	0.3548334118
410	0.3546647732
411	0.3545911011
412	0.3544263023
413	0.3542626131
414	0.3540947546
415	0.3540080977
416	0.3538308833
417	0.3536780405
418	0.3535301414
419	0.3533977771
420	0.3532843044
421	0.3531491546
422	0.3530156285
423	0.3528760461
424	0.3527723389
425	0.3526061549
426	0.3525316763
427	0.3524251113
428	0.3523508559
429	0.3522252569
430	0.3521058712
431	0.3519340212
432	0.3518106785
433	0.3517213464
434	0.3516376504
435	0.3514838197
436	0.3514206652
437	0.3513425067
438	0.3512037214
439	0.3510982528
440	0.3509627771
441	0.3509017663
442	0.3507963591
443	0.3506699756
444	0.3505938234
445	0.3505475747
446	0.3503931102
447	0.3502735529
448	0.3500731108
449	0.3499455553
450	0.34985794
451	0.3497685088
452	0.3496702971
453	0.3495504215
454	0.3494652261
455	0.3493554548
456	0.3492637375
457	0.3491641836
458	0.3490731619
459	0.3490128605
460	0.3488573014
461	0.3487061517
462	0.3486250478
463	0.3485321829
464	0.348415972
465	0.3482798497
466	0.3481414037
467	0.3480205207
468	0.3478750716
469	0.347731088
470	0.347645351
471	0.3475244834
472	0.3473585829
473	0.3471318892
474	0.3470417666
475	0.3469483931
476	0.3468645475
477	0.3467030592
478	0.3465764236
479	0.3465211426
480	0.3463861745
481	0.3462603141
482	0.3461606573
483	0.3460565077
484	0.3459309451
485	0.3458666852
486	0.3457212876
487	0.3456253251
488	0.3455329132
489	0.3453949598
490	0.3452679715
491	0.3451315993
492	0.3450889464
493	0.3449183136
494	0.3448009753
495	0.3446908419
496	0.3445708611
497	0.3444795079
498	0.3443436613
499	0.3442407785
500	0.3441175513
501	0.3440442502
502	0.343947744
503	0.3437712461
504	0.3436720244
505	0.3436196207
506	0.3435499985
507	0.3433661852
508	0.3432241638
509	0.3431567174
510	0.3430625839
511	0.3429277474
512	0.3427608098
513	0.3426869489
514	0.3425556544
515	0.3424089073
516	0.3423111323
517	0.3421701439
518	0.3420571285
519	0.3419745594
520	0.3418692845
521	0.3417717465
522	0.3416506292
523	0.3415720377
524	0.3413942202
525	0.3413091569
526	0.3411381741
527	0.3410702089
528	0.3410033844
529	0.3409454501
530	0.3409110668
531	0.3407970939
532	0.3407264638
533	0.3406129346
534	0.3405103589
535	0.3403584522
536	0.340217467
537	0.3401675998
538	0.3400522315
539	0.3399643603
540	0.3398516746
541	0.3397435478
542	0.3396797232
543	0.3395559523
544	0.3394863614
545	0.3393639668
546	0.3393154393
547	0.3391942254
548	0.3391217946
549	0.3389522956
550	0.3389193314
551	0.3388550565
552	0.3387053757
553	0.3386221016
554	0.338508306
555	0.3384355855
556	0.338290259
557	0.338214396
558	0.3381088286
559	0.3379656337
560	0.3378479377
561	0.3377089583
562	0.337657502
563	0.3375627404
564	0.3374838841
565	0.3374481901
566	0.3373555794
567	0.3372539305
568	0.3371674883
569	0.3370513881
570	0.3368983114
571	0.3368368566
572	0.336701222
573	0.3366035002
574	0.3364697551
575	0.3363378512
576	0.3362299237
577	0.3360931156
578	0.335925861
579	0.3358342209
580	0.3357303716
581	0.3356145969
582	0.3354375566
583	0.3353495097
584	0.3351969122
585	0.3350556216
586	0.334969295
587	0.3348780855
588	0.334772258
589	0.3346906977
590	0.3346578094
591	0.3345255016
592	0.3344407425
593	0.3343723938
594	0.3342519362
595	0.3341444483
596	0.3340335367
597	0.3339821499
598	0.3338665244
599	0.3337991023
600	0.3336965978
601	0.3336198546
602	0.3334856131
603	0.3333612946
604	0.3332357497
605	0.3331768729
606	0.3330071112
607	0.3328978897
608	0.3328055253
609	0.3326506977
610	0.3325487679
611	0.3324530308
612	0.3323515554
613	0.3322429292
614	0.332127359
615	0.3320265093
616	0.3319330131
617	0.3318808158
618	0.3317792568
619	0.3316845158
620	0.3315476637
621	0.33138705
622	0.3313107918
623	0.3311850204
624	0.3311000089
625	0.3310204101
626	0.3308885571
627	0.3308096363
628	0.3306803988
629	0.3305489787
630	0.3304920126
631	0.3303624352
632	0.3302516671
633	0.3301163215
634	0.3300110013
635	0.3299313669
636	0.3298450918
637	0.3297511247
638	0.3296345265
639	0.3295310318
640	0.3294782597
641	0.3294030566
642	0.3293523802
643	0.3292345598
644	0.3291486338
645	0.3290638037
646	0.3289485178
647	0.3288372035
648	0.3286896843
649	0.3286047979
650	0.3285305621
651	0.3284061619
652	0.3282835667
653	0.3281733434
654	0.3281033129
655	0.3279583872
656	0.3278761824
657	0.3277727162
658	0.3277113746
659	0.3275529956
660	0.327436555
661	0.3273469895
662	0.3272795918
663	0.3271680111
664	0.3270343188
665	0.3268867714
666	0.3267849518
667	0.3267039701
668	0.3266159559
669	0.3265102683
670	0.3264102894
671	0.3263013826
672	0.3262293522
673	0.3261372476
674	0.3260645046
675	0.3259562072
676	0.3258700731
677	0.3258010036
678	0.325693794
679	0.3256292695
680	0.325513596
681	0.3254221331
682	0.3253294341
683	0.3252334523
684	0.3251643678
685	0.3250373172
686	0.3249483352
687	0.3248575078
688	0.3246893344
689	0.3245952173
690	0.3245035707
691	0.3244168114
692	0.3243084795
693	0.3242354641
694	0.3241301193
695	0.3240186748
696	0.3239556081
697	0.323823869
698	0.3236981583
699	0.3235673515
700	0.3235018791
701	0.3233763354
702	0.3233145357
703	0.3232039112
704	0.3230784742
705	0.3229711567
706	0.3228914397
707	0.3227692176
708	0.322649214
709	0.3225609245
710	0.3224622531
711	0.3223522336
712	0.3222892047
713	0.3222006375
714	0.3221450562
715	0.3219950687
716	0.3218441466
717	0.3217387488
718	0.3216559773
719	0.3215110954
720	0.3213974173
721	0.3213434444
722	0.3212279458
723	0.3210875453
724	0.3209767305
725	0.3208838104
726	0.3207487571
727	0.3206851736
728	0.3206015065
729	0.320486892
730	0.320381033
731	0.3202957914
732	0.3202181719
733	0.3201303641
734	0.3200471878
735	0.3199833507
736	0.3199028324
737	0.3198399881
738	0.3197055363
739	0.3195603375
740	0.3194815696
741	0.3193887336
742	0.3193098809
743	0.319235844
744	0.3191342704
745	0.3190583678
746	0.3189764391
747	0.3189306369
748	0.3188609735
749	0.3187921458
750	0.3187178006
751	0.3186000353
752	0.3185573455
753	0.3185275928
754	0.3184416441
755	0.3183567546
756	0.3182752028
757	0.3181487477
758	0.3180862996
759	0.3179490568
760	0.3179172
761	0.3178283128
762	0.3177266317
763	0.3176407407
764	0.3175618543
765	0.3174883445
766	0.3173161633
767	0.3172044983
768	0.3171100028
769	0.3169975647
770	0.3169314248
771	0.3168916989
772	0.3168279975
773	0.3167099916
774	0.3166595648
775	0.3165474921
776	0.3164860786
777	0.3164089784
778	0.3163618853
779	0.316242794
780	0.3161498873
781	0.3160814626
782	0.3160192104
783	0.315941341
784	0.3158884582
785	0.3158000772
786	0.3157367592
787	0.3155732346
788	0.315503417
789	0.3154272458
790	0.31535642
791	0.3152243644
792	0.3150821685
793	0.3149452802
794	0.3148875537
795	0.3148327791
796	0.3146840023
797	0.3146257945
798	0.3145573838
799	0.3145247908
800	0.3144418302
801	0.3143049151
802	0.3141913024
803	0.3141345883
804	0.3140827641
805	0.314043188
806	0.3139180974
807	0.3138344259
808	0.3137917498
809	0.3137265631
810	0.3136497259
811	0.3136001306
812	0.3135459364
813	0.3134979436
814	0.3134378577
815	0.3133694938
816	0.313307231
817	0.313177428
818	0.3131139584
819	0.3130481641
820	0.3130332911
821	0.3129628955
822	0.3128681612
823	0.3128033139
824	0.3127122292
825	0.3126425298
826	0.3125679723
827	0.3124608842
828	0.3124003021
829	0.3123484884
830	0.3122168337
831	0.3121486954
832	0.3120821731
833	0.3120295836
834	0.3118767944
835	0.3118538338
836	0.3117231478
837	0.3116756294
838	0.3115602841
839	0.3114667758
840	0.3113872339
841	0.3113558759
842	0.3112950032
843	0.3112210605
844	0.3111095086
845	0.3109850475
846	0.3109087125
847	0.3108202537
848	0.3107639584
849	0.3106565193
850	0.3105311542
851	0.3104048827
852	0.3102769646
853	0.3102150298
854	0.3101514173
855	0.3101155509
856	0.3100376099
857	0.3098891115
858	0.3098016867
859	0.3097310253
860	0.3096405103
861	0.3095764132
862	0.3095224571
863	0.3094088943
864	0.3093266942
865	0.3092052154
866	0.3090759478
867	0.3089589488
868	0.3088244419
869	0.3087725693
870	0.3086859235
871	0.3086360271
872	0.3085740631
873	0.3084970935
874	0.308431534
875	0.3083746277
876	0.3082823359
877	0.3082562722
878	0.3081595677
879	0.30810243
880	0.3080267042
881	0.3079520667
882	0.3078744535
883	0.3077323549
884	0.307587396
885	0.3074982885
886	0.3074359746
887	0.3073376824
888	0.3072610333
889	0.3071792828
890	0.3071110206
891	0.3070409426
892	0.3069672456
893	0.3068543916
894	0.3067238425
895	0.3066224315
896	0.3065328592
897	0.3064694178
898	0.3064083068
899	0.3063471562
900	0.3062425913
901	0.306194897
902	0.3061024071
903	0.3060023216
904	0.3058961606
905	0.3058052249
906	0.3057634027
907	0.305646901
908	0.3055686621
909	0.3055063406
910	0.3054482058
911	0.3053445031
912	0.305244558
913	0.3051609478
914	0.305095991
915	0.3050034742
916	0.3048786736
917	0.3047850998
918	0.3046904059
919	0.3046229284
920	0.3045609783
921	0.3044956874
922	0.3044202825
923	0.3042972913
924	0.3042342551
925	0.3041448916
926	0.3040748546
927	0.3040181023
928	0.3039630249
929	0.3038455703
930	0.3037956739
931	0.3037373403
932	0.3036661001
933	0.3035479894
934	0.3034806026
935	0.3034117648
936	0.3033219214
937	0.3031560976
938	0.3030767574
939	0.3030088613
940	0.30288323
941	0.3028002103
942	0.3027154811
943	0.3026353931
944	0.3025781263
945	0.3025169307
946	0.3024042998
947	0.3023430957
948	0.302262297
949	0.3021502179
950	0.3020703613
951	0.3019500145
952	0.301861605
953	0.3017914299
954	0.3017216365
955	0.3016206135
956	0.3015023305
957	0.3013960806
958	0.3013303143
959	0.3012363943
960	0.3011402706
961	0.3010613542
962	0.3009573214
963	0.3008354256
964	0.3007605863
965	0.3007051908
966	0.3006506127
967	0.3005480086
968	0.3004193542
969	0.3003370437
970	0.3002767785
971	0.3001711403
972	0.3000889233
973	0.3000158686
974	0.2999450191
975	0.2998277925
976	0.2997490089
977	0.2996908888
978	0.2996152254
979	0.2995362017
980	0.2994761409
981	0.2993897349
982	0.2993326828
983	0.2992734363
984	0.2991830781
985	0.2990375811
986	0.2989480232
987	0.2988662061
988	0.2987868235
989	0.2987529847
990	0.2986887945
991	0.2985979662
992	0.2984310458
993	0.2983568138
994	0.2982610427
995	0.2981762244
996	0.2981175238
997	0.2980226301
998	0.2979415584
999	0.2978619229
